,Codigo_da_oportunidade,Classificacao_da_Oportunidade,Data_de_criacao,Faixa_de_Faturamento_Agregado,Data_Real_de_Encerramento_da_Opp2,id_fechou,numero_relacionamentos,numero_relacionamentos_convertidos,intervalo_tempo,ano,Valor_corrigido2a,Forma_de_Contratacao_Agregado,Concorrentes,n_solucoes,Software,Comissão sobre Parceiros,Cybersecurity,Desdobramento de metas,ESG,Equilíbrio fiscal,Skill_dev,Gestão Estratégica,Gestão da Educação,Gestão da Operação,Gestão da Receita,Gestão da Saúde,Gestão da Segurança Pública,Gestão da Segurança Viária,Gestão de Gastos,Gestão de operações projetizadas,Gestão de pessoas,Processes Excellence,Produtos digitais,S_amp_OP_S_amp_OE,Transformação Digital,Treinamentos,Roadmap,Segmentacao,Carteira_Nova,Segmento_Agregado2,Total_HH,Custo_Total,Margem_Total,ID_cliente
221,11101,0,2020-07-07,4,2020-08-17,0,1,0,0,2020,104.836.797.661.578,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,125,51371649,311.395.073.891.626,82
222,11168,0,2020-07-15,1,2020-08-17,0,1,0,0,2020,281.054.380.056.501,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,66,8255857,58.720.715,321
223,11188,0,2020-07-21,4,2020-08-17,0,5,0,2.5,2020,578.409.918.132.847,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,8,158,17372447,577.928.887.269.193,626
224,10804,0,2020-04-01,3,2020-08-18,0,1,0,0,2020,466.550.272.098.812,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,132,11680116,648.189.277.108.434,539
225,11290,2,2020-08-13,5,2020-08-18,1,5,2,0,2020,525.571.690.103.146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,2529696,323.610.695.187.166,561
226,10523,2,2020-02-12,5,2020-08-20,1,14,11,0.8,2020,964.016.530.221.411,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,107,25973953,621.370.947.521.866,122
227,10966,0,2020-05-28,0,2020-08-20,0,1,0,0,2020,591.665.145.423.391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,16,186,23094131,451.488.163.027.795,446
228,11240,2,2020-08-03,3,2020-08-20,1,6,3,4.23,2020,154.604.151.034.259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,10,345,61865189,437.677.373.321.002,340
229,11109,0,2020-07-09,4,2020-08-21,0,3,1,26.13,2020,546.650.767.101.108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,60.5,19249383,505.157.249.357.327,629
230,11247,2,2020-08-05,2,2020-08-21,1,7,6,4.8,2020,190.865.997.939.798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,207,26460862,805.178.992.412.094,56
231,10316,0,2019-12-16,4,2020-08-24,0,3,0,21.13,2020,432.602.417.936.858,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,832,147557597,520.671.781.836.491,575
232,11096,0,2020-07-06,4,2020-08-24,0,1,0,0,2020,319.099.729.844.189,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,20,517,84496639,627.888.267.797.227,401
233,11177,1,2020-07-20,2,2020-08-24,1,8,2,9.5,2020,351.317.978.083.178,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,17,818,108271087,566.915.652,69
234,10845,2,2020-04-22,1,2020-08-25,0,6,1,0.2,2020,80.803.135.320.637,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,2,152,26217327,544.046.486.956.522,826
235,10997,1,2020-06-09,3,2020-08-27,1,4,2,9.13,2020,508.036.711.426.684,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,128,20371877,516.796.086.337.761,462
236,10541,0,2020-02-14,1,2020-08-28,0,4,3,7.33,2020,179.382.965.617.503,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,6,348,50107962,607.458.190.364.277,141
237,10641,0,2020-03-03,2,2020-08-28,0,3,0,07.03,2020,327.779.464.757.674,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,832,118567616,491.671.205.862.116,602
238,10843,0,2020-04-20,1,2020-08-28,0,1,0,0,2020,147.747.583.463.059,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,1156,579827463,448.508.580.313.546,26
239,10959,0,2020-05-26,3,2020-08-28,1,2,0,2.47,2020,115.440.979.494.014,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,215.5,47626819,420.235.074.286.201,264
240,11002,2,2020-06-14,4,2020-08-28,1,2,1,12.13,2020,295.230.062.380.307,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,17,875,12624245,399.095.852.918.427,194
241,11073,0,2020-06-26,4,2020-08-28,1,1,0,0,2020,14.052.719.002.825,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,7,257,48727688,51.272.312,191
242,11295,2,2020-08-17,4,2020-08-28,0,7,2,5.93,2020,203.648.492.009.273,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,485,67090153,537.045.884.727.517,608
243,11329,0,2020-08-21,1,2020-08-28,1,1,0,0,2020,139.121.925.056.837,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,26,3925211,60.351.404.040.404,100
244,11249,1,2020-08-05,4,2020-08-31,0,3,0,3.5,2020,361.506.198.833.029,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,84,1017591,604.434.985.422.741,702
245,11266,2,2020-08-10,5,2020-08-31,1,7,4,1.4,2020,182.199.124.211.847,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,362,52655507,593.876.725.746.988,164
246,11360,2,2020-08-25,5,2020-08-31,1,2,1,8.3,2020,132.552.272.905.444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,31,3693243,608.455.552.610.655,847
247,10794,2,2020-03-31,2,2020-09-01,0,5,1,14.5,2020,489.719.042.982.334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,10,108,1166602,667.367.040.424.273,28
248,11146,0,2020-07-14,0,2020-09-01,0,1,0,0,2020,790.255.668.382.251,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,178,25909383,542.196.607.474.159,58
249,11232,0,2020-07-30,5,2020-09-01,0,1,0,0,2020,119.735.707.330.644,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,1,31,4920147,426.221.924.198.251,488
250,11365,2,2020-08-26,5,2020-09-01,1,8,4,2.13,2020,359.207.121.991.932,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,7,1201712,532.862.196.307.094,286
251,11071,0,2020-06-26,3,2020-09-03,0,1,0,0,2020,177.208.846.849.353,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,35,4955961,609.490.111.102.356,645
252,11210,2,2020-07-22,2,2020-09-03,1,9,3,0.9,2020,203.550.702.462.095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,14,94,10048922,310.655.324.987.138,334
253,11138,1,2020-07-13,4,2020-09-04,1,3,1,6.8,2020,230.395.244.494.923,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,52,7903674,520.989.454.545.455,61
254,11322,2,2020-08-20,4,2020-09-04,1,4,1,1.23,2020,139.633.478.173.988,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,282.5,39212667,60.787.333,95
255,11017,2,2020-06-17,4,2020-09-08,0,14,10,0.9,2020,204.981.946.476.673,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,289,53175239,637.770.851.498.638,411
256,11045,0,2020-06-23,4,2020-09-08,0,3,0,5.8,2020,466.969.258.589.512,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,109,14367667,570.377.005.307.617,797
257,11094,2,2020-07-06,5,2020-09-08,1,9,5,03.03,2020,42.089.495.840.868,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,825,126127558,641.193.792.671.825,504
258,11180,1,2020-07-20,0,2020-09-08,0,2,0,5.8,2020,125.670.132.272.361,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,15,5609138,376.762.444.444.444,74
259,11361,0,2020-08-25,4,2020-09-08,0,1,0,0,2020,593.442.278.647.378,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,97,19932252,531.005.835.294.118,329
260,10857,0,2020-04-27,1,2020-09-09,0,1,0,0,2020,918.788.286.289.053,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,46,40765005,380.471.048.632.219,267
261,11042,1,2020-06-23,2,2020-09-09,0,4,0,18.63,2020,716.019.529.837.251,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,128,22394686,563.273.379.681.543,437
262,11162,1,2020-07-15,4,2020-09-09,0,3,0,10.8,2020,108.360.815.134.233,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,265,34430114,556.334.403.943.108,365
263,11276,0,2020-08-11,4,2020-09-10,1,1,0,0,2020,427.278.440.147.169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,17,105,19985581,346.876.437.908.497,745
264,10397,1,2020-01-15,3,2020-09-11,0,1,0,0,2020,684.204.555.042.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,10,109,17130245,650.403.163.265.306,127
265,11163,0,2020-07-15,1,2020-09-11,1,1,0,0,2020,139.611.834.747.531,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,38,3831993,61.674.129.490.071,619
266,11330,1,2020-08-21,3,2020-09-11,0,3,0,1.87,2020,771.983.999.443.594,1,0,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,152,29688454,455.731.847.244.408,269
267,11380,0,2020-08-28,0,2020-09-11,1,1,0,0,2020,161.643.204.896.369,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,37,4494112,611.781.708.238.851,639
268,10723,1,2020-03-10,2,2020-09-14,0,2,0,3.87,2020,162.132.061.842.259,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,311,42840379,631.044.529.189.769,23
269,11269,1,2020-08-10,4,2020-09-14,0,3,1,0.2,2020,11.338.971.484.212,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,17,186,32338079,601.773.542.966.742,669
270,11234,0,2020-07-31,1,2020-09-15,1,1,0,0,2020,579.478.927.956.322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,10,104,27342023,341.156.072.289.157,262
271,10625,0,2020-02-28,1,2020-09-16,0,1,0,0,2020,981.234.121.574.628,0,0,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,219,46834997,326.436.387.618.647,177
272,10457,2,2020-01-28,5,2020-09-17,1,1,0,0,2020,540.642.639.310.057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,20,111,30225292,330.602.794.941.643,188
273,11379,0,2020-08-27,4,2020-09-17,0,1,0,0,2020,347.687.361.563.222,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,64,9942773,600.691.847.389.558,509
274,11370,1,2020-08-27,4,2020-09-18,1,4,1,0.13,2020,317.299.624.426.207,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,73,8294635,634.979.481.819.682,669
275,11303,2,2020-08-18,4,2020-09-21,1,9,5,01.07,2020,19.157.713.172.903,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,87,633723,5.381.027.696.793,258
276,11328,0,2020-08-21,1,2020-09-22,1,1,0,0,2020,338.133.637.501.739,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,64,16066642,315.638.092.567.984,250
277,10640,2,2020-03-03,5,2020-09-23,1,9,5,0.73,2020,802.229.239.115.315,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,156,21896159,618.882.398.503.111,286
278,11134,2,2020-07-09,5,2020-09-23,1,11,6,06.07,2020,462.902.135.950.758,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,839,129857459,608.287.643.950.886,523
279,11336,1,2020-08-24,3,2020-09-23,1,8,2,0.07,2020,441.345.817.220.754,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,91,13564331,570.850.195.128.047,265
280,11446,0,2020-09-10,2,2020-09-23,1,1,0,0,2020,380.374.862.430.936,1,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,64,18313396,303.119.917.899.841,304
281,11216,0,2020-07-24,4,2020-09-28,0,2,0,25.17,2020,493.107.389.883.016,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,753,147547942,582.187.718.837.721,783
282,11318,0,2020-08-19,2,2020-09-28,0,2,0,30.2,2020,154.713.893.567.728,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,225,48893334,558.724.422.382.672,545
283,11347,0,2020-08-24,3,2020-09-28,0,1,0,0,2020,374.217.717.100.014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,64,11011268,589.131.791.044.776,360
284,10644,0,2020-03-03,3,2020-09-30,0,1,0,0,2020,869.552.029.496.175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,439,37039403,405.217.801.302.385,184
285,10709,0,2020-03-06,5,2020-09-30,1,1,0,0,2020,591.494.394.213.382,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,147,22171106,476.608.963.539.146,287
286,11209,2,2020-07-22,2,2020-09-30,0,10,4,0.9,2020,203.550.702.462.095,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,94,10048922,310.655.324.987.138,334
287,11392,2,2020-09-02,5,2020-09-30,1,8,5,1,2020,869.281.235.220.476,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,15,1632,25060107,597.457.099.486.784,164
288,11448,2,2020-09-10,5,2020-09-30,1,6,3,1.43,2020,481.735.544.960.356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,2314259,329.200.289.855.072,561
289,10825,2,2020-04-13,5,2020-10-01,1,15,7,3,2020,201.408.623.252.576,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,82,11297978,334.071.950.241.344,819
290,10830,0,2020-04-14,1,2020-10-02,0,1,0,0,2020,454.795.823.336.649,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,106,22091327,312.050.008.001.726,631
291,11324,1,2020-08-21,3,2020-10-05,1,2,0,7.63,2020,403.630.114.819.092,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,58,14425592,505.210.358.429.086,830
292,11594,2,2020-10-05,5,2020-10-06,1,24,11,1.83,2020,247.174.629.825.749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,80,5579895,732.004.946.186.733,144
293,10517,0,2020-02-11,1,2020-10-07,0,1,0,0,2020,110.027.589.137.827,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,221,32584078,590.008.971.363.358,786
294,11445,2,2020-09-10,2,2020-10-07,0,3,1,02.07,2020,19.797.326.846.284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,31,5173063,638.247.342.657.343,380
295,10528,0,2020-02-12,3,2020-10-09,1,1,0,0,2020,755.025.744.191.007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,13,222,38173083,300.051.653.006.216,409
296,11239,0,2020-08-03,5,2020-10-09,1,2,0,1.93,2020,127.782.746.046.685,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,243,45199639,510.296.435.536.295,570
297,11376,0,2020-08-27,0,2020-10-09,0,1,0,0,2020,675.601.107.817.683,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,129,19731479,595.666.430.505.474,607
298,11434,0,2020-09-08,4,2020-10-09,0,1,0,0,2020,771.645.807.742.382,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,158,25461585,543.187.530.836.511,7
299,10613,0,2020-02-27,4,2020-10-13,0,2,0,23.3,2020,340.390.773.006.112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,10,399,1257985,561.264.953.091.759,390
300,11219,0,2020-07-24,1,2020-10-13,0,1,0,0,2020,35.164.482.348.192,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,55,9543974,624.252.992.125.984,143
301,11307,2,2020-08-18,4,2020-10-13,1,5,2,11.57,2020,224.969.623.274.812,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,4199,72616197,553.131.095.384.615,41
302,11609,1,2020-10-06,1,2020-10-13,1,5,4,12.17,2020,271.856.753.804.624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,13,3,786781,599.332.374.247.266,476
303,10376,2,2020-01-10,4,2020-10-14,0,2,1,13.7,2020,221.508.551.785.884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,120,8182284,48.860.725,328
304,10891,2,2020-05-14,2,2020-10-14,0,11,4,0.47,2020,199.440.762.616.492,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,854,95067086,340.086.866.583.368,334
305,11221,0,2020-07-27,4,2020-10-15,1,1,0,0,2020,36.801.569.292.329,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,5,799,163826954,367.601.551.383.339,820
306,11447,0,2020-09-10,1,2020-10-15,1,1,0,0,2020,48.079.469.559.333,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,130,17997942,48.175.729.704.375,107
307,10264,2,2019-11-27,2,2020-10-16,0,8,7,1.87,2020,844.501.043.467.228,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,139,238638,608.790.163.934.426,56
308,11275,2,2020-08-11,5,2020-10-16,1,16,5,7.5,2020,629.188.120.159.173,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,123,23465652,483.675.625.721.987,266
309,11471,0,2020-09-16,0,2020-10-16,0,1,0,0,2020,137.058.416.573.329,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,18,342,47900388,516.157.696.969.697,634
310,11076,1,2020-06-29,1,2020-10-20,0,3,1,14.43,2020,415.328.538.308.368,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,64,11510801,616.306.633.333.333,359
311,11572,0,2020-09-28,0,2020-10-20,0,1,0,0,2020,19.243.556.015.875,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,36,4681735,663.184.532.374.101,546
312,11634,2,2020-10-14,5,2020-10-20,1,8,7,4.57,2020,675.838.823.399.511,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,2446,346738926,289.719.357.035.108,252
313,11610,1,2020-10-07,1,2020-10-22,1,4,2,2.6,2020,193.819.975.838.157,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,931725,334.482.142.857.143,282
314,11553,0,2020-09-25,2,2020-10-23,1,1,0,0,2020,886.034.226.137.893,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,10,2525617,60.537.234.375,708
315,10751,0,2020-03-17,2,2020-10-26,1,1,0,0,2020,60.084.196.071.271,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,150,27155199,374.304.170.506.912,766
316,11086,2,2020-07-01,4,2020-10-26,0,7,6,4.67,2020,331.198.248.383.686,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,14,16956,2098455157,12.283.321.662.537,337
317,11693,2,2020-10-27,4,2020-10-26,1,2,1,3.17,2020,692.214.131.584.996,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,15,2500985,49.980.289.996.058,563
318,10482,0,2020-02-04,0,2020-10-27,0,1,0,0,2020,562.263.457.325.785,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,100,1490563,632.987.388.398.903,762
319,11274,2,2020-08-11,5,2020-10-27,0,9,6,0.9,2020,530.706.028.557.296,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,36,272239,289.821.802.634.222,164
320,10075,0,2019-10-17,5,2020-10-28,0,1,0,0,2020,36.801.569.292.329,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,800,109477299,588.160.259.569.266,185
321,10540,0,2020-02-14,0,2020-10-28,0,1,0,0,2020,505.316.388.473.039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,54,15454506,576.588.876.712.329,176
322,11359,1,2020-08-25,3,2020-10-28,0,2,0,4.93,2020,298.923.714.445.433,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,432,104148112,497.979.532.232.805,640
323,10735,2,2020-03-11,5,2020-10-29,0,10,6,0.07,2020,364.691.680.213.015,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,15,610,104687972,602.587.569.849.368,164
324,10502,0,2020-02-07,1,2020-10-30,1,1,0,0,2020,144.831.982.376.262,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,12,250,38491855,632.061.798.021.316,612
325,11597,2,2020-10-05,4,2020-10-30,0,13,9,0.57,2020,866.617.599.464.521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,15,154,22967912,633.085.794.161.109,125
326,10940,1,2020-05-21,1,2020-11-03,0,3,2,9.23,2020,434.122.412.567.529,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,19,60,12842012,651.921.396.433.024,221
327,11346,0,2020-08-24,1,2020-11-03,0,1,0,0,2020,566.725.017.589.018,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,372,15937567,614.102.493.946.731,45
328,11583,0,2020-09-30,2,2020-11-04,1,1,0,0,2020,682.471.402.637.738,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,2245836,548.439.529.506.384,522
329,11206,1,2020-07-22,4,2020-11-05,0,2,1,18.5,2020,576.570.667.745.675,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,13,14,2197408,477.025.525.078.836,475
330,11688,0,2020-10-23,1,2020-11-05,1,2,1,8.27,2020,359.121.158.767.306,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,64,17977014,293.131.887.284.488,173
331,11444,0,2020-09-10,3,2020-11-06,0,1,0,0,2020,240.137.721.251.914,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,292,47332598,729.528.011.428.571,453
332,11630,0,2020-10-13,5,2020-11-09,0,1,0,0,2020,694.238.150.959.078,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,126,22121793,56.274.560.458.566,562
